category,brand,model,series,trim
"Otomobil","Seat","Toledo","1.6 TDI","STYLE"
"Otomobil","Seat","Toledo","1.8","SIGNO"
"Otomobil","Seat","Toledo","1.8","T SPORT"
"Otomobil","Seat","Toledo","1.9 TDI","SIGNO"
"Otomobil","Seat","Toledo","1.9 TDI","SIGNO PLUS"
"Otomobil","Seat","Toledo","1.9 TDI","SPORT"
"Otomobil","Seat","Toledo","1.9 TDI","SXE"
"Otomobil","Seat","Toledo","2.0 TDI","STYLANCE"
"Otomobil","Skoda","Citigo","1.0","AMBITION"
"Otomobil","Skoda","Citigo","1.0","ELEGANCE"
"Otomobil","Skoda","Fabia","1.0 GreenTec","AMBITION"
"Otomobil","Skoda","Fabia","1.0 GreenTec","PREMIUM"
"Otomobil","Skoda","Fabia","1.0 GreenTec","STYLE"
"Otomobil","Skoda","Fabia","1.0 TSI","ELITE"
"Otomobil","Skoda","Fabia","1.0 TSI","PREMIUM"
"Otomobil","Skoda","Fabia","1.0 TSI","STYLE"
"Otomobil","Skoda","Fabia","1.2","1.2 TSI"
"Otomobil","Skoda","Fabia","1.2","AMBIENTE"
"Otomobil","Skoda","Fabia","1.2","AMBIENTE DYNAMIC"
"Otomobil","Skoda","Fabia","1.2","AMBITION"
"Otomobil","Skoda","Fabia","1.2","CLASSIC"
"Otomobil","Skoda","Fabia","1.2","COMFORT"
"Otomobil","Skoda","Fabia","1.2","OPTIMAL"
"Otomobil","Skoda","Fabia","1.2","SPORT"
"Otomobil","Skoda","Fabia","1.2 TSI","AMBIENTE"
"Otomobil","Skoda","Fabia","1.2 TSI","AMBIENTE DINAMIK"
"Otomobil","Skoda","Fabia","1.2 TSI","AMBITION"
"Otomobil","Skoda","Fabia","1.2 TSI","STYLE"
"Otomobil","Skoda","Fabia","1.4","1.4 TDI"
"Otomobil","Skoda","Fabia","1.4","AMBIENTE"
"Otomobil","Skoda","Fabia","1.4","AMBIENTE DYNAMIC"
"Otomobil","Skoda","Fabia","1.4","CHOICE"
"Otomobil","Skoda","Fabia","1.4","CLASSIC"
"Otomobil","Skoda","Fabia","1.4","COMFORT"
"Otomobil","Skoda","Fabia","1.4","ELEGANCE"
"Otomobil","Skoda","Fabia","1.4","OPTIMAL"
"Otomobil","Skoda","Fabia","1.4","SCOUT"
"Otomobil","Skoda","Fabia","1.4","SPECIAL"
"Otomobil","Skoda","Fabia","1.4","SPORT"
"Otomobil","Skoda","Fabia","1.4 TDI","AMBIENTE"
"Otomobil","Skoda","Fabia","1.4 TDI","CLASSIC"
"Otomobil","Skoda","Fabia","1.4 TDI","COMFORT"
"Otomobil","Skoda","Fabia","1.4 TDI","ELEGANCE"
"Otomobil","Skoda","Fabia","1.4 TDI","SPECIAL"
"Otomobil","Skoda","Fabia","1.5 TSI","MONTE CARLO"
"Otomobil","Skoda","Fabia","1.5 TSI","PREMIUM"
"Otomobil","Skoda","Fabia","1.6","1.6 TDI"
"Otomobil","Skoda","Fabia","1.6","AMBIENTE"
"Otomobil","Skoda","Fabia","1.6 TDI","AMBIENTE"
"Otomobil","Skoda","Fabia","1.6 TDI","AMBIENTE DINAMIK"
"Otomobil","Skoda","Fabia","1.6 TDI","AMBITION"
"Otomobil","Skoda","Fabia","1.6 TDI","FABIA 1.6 TDI ELEGANCE"
"Otomobil","Skoda","Fabia","1.6 TDI","OPTIMAL"
"Otomobil","Skoda","Fabia","1.6 TDI","SCOUT"
"Otomobil","Skoda","Fabia","1.9 SDI","PRAKTIK"
"Otomobil","Skoda","Favorit","1.3","BLACK LINE"
"Otomobil","Skoda","Favorit","1.3","GLX"
"Otomobil","Skoda","Favorit","1.3","LX"
"Otomobil","Skoda","Favorit","1.3","SILVER LINE"
"Otomobil","Skoda","Favorit","1.3","SPORTLINE"
"Otomobil","Skoda","Favorit","135","LS"
"Otomobil","Skoda","Favorit","135","LX"
"Otomobil","Skoda","Felicia","1.3","1.3"
"Otomobil","Skoda","Felicia","1.3","GLX"
"Otomobil","Skoda","Felicia","1.3","GLXI"
"Otomobil","Skoda","Felicia","1.3","LX"
"Otomobil","Skoda","Felicia","1.3","LXI"
"Otomobil","Skoda","Felicia","1.6","GLXI"
"Otomobil","Skoda","Felicia","1.6","GLXI KOMBI"
"Otomobil","Skoda","Felicia","1.6","LX KOMBI"
"Otomobil","Skoda","Felicia","1.9 D","1.9 D"
"Otomobil","Skoda","Felicia","1.9 D","GLX"
"Otomobil","Skoda","Felicia","1.9 D","LX"
"Otomobil","Skoda","Forman","135 L","135 LS"
"Otomobil","Skoda","Forman","135 L","135 L"
"Otomobil","Skoda","Forman","135 LS","135 LS"
"Otomobil","Skoda","Forman","Black Line","BLACK LINE"
"Otomobil","Skoda","Forman","GLX","GLX"
"Otomobil","Skoda","Forman","LE","LE"
"Otomobil","Skoda","Forman","LX","LX"
"Otomobil","Skoda","Forman","Silver Line","SILVER LINE"
"Otomobil","Skoda","Octavia","1.0 e-Tec","1.0 E-TEC"
"Otomobil","Skoda","Octavia","1.0 e-Tec","ELITE"
"Otomobil","Skoda","Octavia","1.0 e-Tec","PREMIUM"
"Otomobil","Skoda","Octavia","1.0 TSI","AMBITION"
"Otomobil","Skoda","Octavia","1.0 TSI","OPTIMAL"
"Otomobil","Skoda","Octavia","1.0 TSI","STYLE"
"Otomobil","Skoda","Octavia","1.2 TSI","AMBITION"
"Otomobil","Skoda","Octavia","1.2 TSI","ELEGANCE"
"Otomobil","Skoda","Octavia","1.2 TSI","OPTIMAL"
"Otomobil","Skoda","Octavia","1.2 TSI","STYLE"
"Otomobil","Skoda","Octavia","1.4 TSI","AMBIENTE"
"Otomobil","Skoda","Octavia","1.4 TSI","AMBITION OPTIMAL"
"Otomobil","Skoda","Octavia","1.4 TSI","ELEGANCE"
"Otomobil","Skoda","Octavia","1.4 TSI","OPTIMAL"
"Otomobil","Skoda","Octavia","1.4 TSI","SPORT"
"Otomobil","Skoda","Octavia","1.4 TSI","STYLE"
"Otomobil","Skoda","Octavia","1.5 e-Tec","SCOUT"
"Otomobil","Skoda","Octavia","1.5 e-Tec","SPORTLINE"
"Otomobil","Skoda","Octavia","1.5 Mhev","ELITE"
"Otomobil","Skoda","Octavia","1.5 Mhev","PREMIUM"
"Otomobil","Skoda","Octavia","1.5 Mhev","PRESTIGE"
"Otomobil","Skoda","Octavia","1.5 Mhev","SPORTLINE"
"Otomobil","Skoda","Octavia","1.5 TSI","SPORT"
"Otomobil","Skoda","Octavia","1.6","1.6 FSI"
"Otomobil","Skoda","Octavia","1.6","1.6 TDI"
"Otomobil","Skoda","Octavia","1.6","ACTIVE"
"Otomobil","Skoda","Octavia","1.6","AMBIENTE"
"Otomobil","Skoda","Octavia","1.6","AMBIENTE OPTIMAL"
"Otomobil","Skoda","Octavia","1.6","AMBITION OPTIMAL"
"Otomobil","Skoda","Octavia","1.6","CLASSIC"
"Otomobil","Skoda","Octavia","1.6","COLLECTION PLUS"
"Otomobil","Skoda","Octavia","1.6","ELEGANCE"
"Otomobil","Skoda","Octavia","1.6","GLX"
"Otomobil","Skoda","Octavia","1.6","SLX"
"Otomobil","Skoda","Octavia","1.6","TOUR"
"Otomobil","Skoda","Octavia","1.6 FSI","AMBIENTE"
"Otomobil","Skoda","Octavia","1.6 FSI","ELEGANCE"
"Otomobil","Skoda","Octavia","1.6 TDI","AMBIENTE"
"Otomobil","Skoda","Octavia","1.6 TDI","AMBITION"
"Otomobil","Skoda","Octavia","1.6 TDI","AMBITION OPTIMAL"
"Otomobil","Skoda","Octavia","1.6 TDI","CLASSIC"
"Otomobil","Skoda","Octavia","1.6 TDI","ELEGANCE"
"Otomobil","Skoda","Octavia","1.6 TDI","ELEGANCE CR"
"Otomobil","Skoda","Octavia","1.6 TDI","OPTIMAL"
"Otomobil","Skoda","Octavia","1.6 TDI","STYLE"
"Otomobil","Skoda","Octavia","1.6 TDI","STYLE CR"
"Otomobil","Skoda","Octavia","1.8","1.8 T"
"Otomobil","Skoda","Octavia","1.8","SLX"
"Otomobil","Skoda","Octavia","1.8 T","L&K"
"Otomobil","Skoda","Octavia","1.8 T","SLX"
"Otomobil","Skoda","Octavia","1.9 SDI","CLASSIC"
"Otomobil","Skoda","Octavia","1.9 TDI","1.9 TDI"
"Otomobil","Skoda","Octavia","1.9 TDI","AMBIENTE"
"Otomobil","Skoda","Octavia","1.9 TDI","ELEGANCE"
"Otomobil","Skoda","Octavia","1.9 TDI","SLX"
"Otomobil","Skoda","Octavia","2.0 FSI","2.0 FSI"
"Otomobil","Skoda","Octavia","2.0 TDI","ELEGANCE"
"Otomobil","Skoda","Octavia","2.0 TDI","RS"
"Otomobil","Skoda","Octavia","2.0 TSI","RS"
"Otomobil","Skoda","Rapid","1.0 TSI GreenTec","AMBITION"
"Otomobil","Skoda","Rapid","1.0 TSI GreenTec","DYNAMIC"
"Otomobil","Skoda","Rapid","1.0 TSI GreenTec","STYLE"
"Otomobil","Skoda","Rapid","1.2","1.2 TSI"
"Otomobil","Skoda","Rapid","1.2","1.2 TSI GREENTEC"
"Otomobil","Skoda","Rapid","1.2","ACTIVE"
"Otomobil","Skoda","Rapid","1.2","AMBITION"
"Otomobil","Skoda","Rapid","1.2","SPACEBACK AMBITION"
"Otomobil","Skoda","Rapid","1.2 TSI","1.2 TSI GREENTEC"
"Otomobil","Skoda","Rapid","1.2 TSI","AMBITION"
"Otomobil","Skoda","Rapid","1.2 TSI","SPACEBACK AMBITION"
"Otomobil","Skoda","Rapid","1.2 TSI","SPACEBACK ELEGANCE"
"Otomobil","Skoda","Rapid","1.2 TSI","SPACEBACK STYLE"
"Otomobil","Skoda","Rapid","1.2 TSI","STYLE"
"Otomobil","Skoda","Rapid","1.2 TSI GreenTec","AMBITION"
"Otomobil","Skoda","Rapid","1.2 TSI GreenTec","STYLE"
"Otomobil","Skoda","Rapid","1.4 TDI","1.4 TDI GREENTEC"
"Otomobil","Skoda","Rapid","1.4 TDI","AMBITION"
"Otomobil","Skoda","Rapid","1.4 TDI","MONTE CARLO"
"Otomobil","Skoda","Rapid","1.4 TDI","SPACEBACK AMBITION"
"Otomobil","Skoda","Rapid","1.4 TDI","SPACEBACK STYLE"
"Otomobil","Skoda","Rapid","1.4 TDI","STYLE"
"Otomobil","Skoda","Rapid","1.4 TDI GreenTec","AMBITION"
"Otomobil","Skoda","Rapid","1.4 TDI GreenTec","STYLE"
"Otomobil","Skoda","Rapid","1.4 TSI","ELEGANCE"
"Otomobil","Skoda","Rapid","1.4 TSI","SPACEBACK STYLE"
"Otomobil","Skoda","Rapid","1.6 TDI","ACTIVE"
"Otomobil","Skoda","Rapid","1.6 TDI","AMBITION"
"Otomobil","Skoda","Rapid","1.6 TDI","ELEGANCE"
"Otomobil","Skoda","Rapid","1.6 TDI","GREENTEC STYLE"
"Otomobil","Skoda","Rapid","1.6 TDI","SPACEBACK AMBITION"
"Otomobil","Skoda","Rapid","1.6 TDI","SPACEBACK ELEGANCE"
"Otomobil","Skoda","Rapid","1.6 TDI","SPACEBACK STYLE"
"Otomobil","Skoda","Roomster","1.2","1.2"
"Otomobil","Skoda","Roomster","1.2","ACTIVE"
"Otomobil","Skoda","Roomster","1.2","DINAMIK"
"Otomobil","Skoda","Roomster","1.2","PANORAMA"
"Otomobil","Skoda","Roomster","1.2","STYLE"
"Otomobil","Skoda","Roomster","1.4","1.4 TDI"
"Otomobil","Skoda","Roomster","1.4","1.4"
"Otomobil","Skoda","Roomster","1.4","COMFORT"
"Otomobil","Skoda","Roomster","1.4","PANAROMA"
"Otomobil","Skoda","Roomster","1.4","STYLE"
"Otomobil","Skoda","Roomster","1.4 TDI","1.4 TDI"
"Otomobil","Skoda","Roomster","1.4 TDI","COMFORT"
"Otomobil","Skoda","Roomster","1.4 TDI","STYLE"
"Otomobil","Skoda","Roomster","1.6","1.6 TDI"
"Otomobil","Skoda","Roomster","1.6","COMFORT"
"Otomobil","Skoda","Roomster","1.6","SCOUT"
"Otomobil","Skoda","Roomster","1.6","STYLE"
"Otomobil","Skoda","Roomster","1.6 TDI","ACTIVE"
"Otomobil","Skoda","Roomster","1.6 TDI","STYLE"
"Otomobil","Skoda","Scala","1.0 TSI","COMFORT"
"Otomobil","Skoda","Scala","1.0 TSI","ELITE"
"Otomobil","Skoda","Scala","1.0 TSI","PREMIUM"
"Otomobil","Skoda","Scala","1.5 TSI","MONTE CARLO"
"Otomobil","Skoda","Scala","1.5 TSI","PREMIUM"
"Otomobil","Skoda","Scala","1.6 TDI","PREMIUM"
"Otomobil","Skoda","SuperB","1.4 TSI","ACTIVE"
"Otomobil","Skoda","SuperB","1.4 TSI","AMBITION"
"Otomobil","Skoda","SuperB","1.4 TSI","COMFORT"
"Otomobil","Skoda","SuperB","1.4 TSI","ELEGANCE"
"Otomobil","Skoda","SuperB","1.4 TSI","PRESTIGE"
"Otomobil","Skoda","SuperB","1.4 TSI","STYLE"
"Otomobil","Skoda","SuperB","1.5 TSI","ACTIVE"
"Otomobil","Skoda","SuperB","1.5 TSI","COMBI PRESTIGE"
"Otomobil","Skoda","SuperB","1.5 TSI","COMFORT PLUS"
"Otomobil","Skoda","SuperB","1.5 TSI","ELITE"
"Otomobil","Skoda","SuperB","1.5 TSI","L&K CRYSTAL"
"Otomobil","Skoda","SuperB","1.5 TSI","PREMIUM"
"Otomobil","Skoda","SuperB","1.5 TSI","PRESTIGE"
"Otomobil","Skoda","SuperB","1.5 TSI","SPORTLINE"
"Otomobil","Skoda","SuperB","1.6 TDI","ACTIVE"
"Otomobil","Skoda","SuperB","1.6 TDI","AMBITION"
"Otomobil","Skoda","SuperB","1.6 TDI","COMFORT"
"Otomobil","Skoda","SuperB","1.6 TDI","ELEGANCE"
"Otomobil","Skoda","SuperB","1.6 TDI","ELITE"
"Otomobil","Skoda","SuperB","1.6 TDI","PREMIUM"
"Otomobil","Skoda","SuperB","1.6 TDI","PRESTIGE"
"Otomobil","Skoda","SuperB","1.6 TDI","STYLE"
"Otomobil","Skoda","SuperB","1.8 T","COMFORT"
"Otomobil","Skoda","SuperB","1.8 T","ELEGANCE"
"Otomobil","Skoda","SuperB","1.9 TDI","CLASSIC"
"Otomobil","Skoda","SuperB","1.9 TDI","COMFORT"
"Otomobil","Skoda","SuperB","1.9 TDI","ELEGANCE"
"Otomobil","Skoda","SuperB","2.0 TDI","ELEGANCE"
"Otomobil","Skoda","SuperB","2.0 TDI","L&K CRYSTAL"
"Otomobil","Skoda","SuperB","2.0 TDI","LAURIN&KLEMENT"
"Otomobil","Skoda","SuperB","2.0 TDI","PRESTIGE"
"Otomobil","Skoda","SuperB","2.0 TSI","2.0 TSI GREENTEC"
"Otomobil","Skoda","SuperB","2.0 TSI","L&K CRYSTAL"
"Otomobil","Skoda","SuperB","2.0 TSI GreenTec","PRESTIGE"
"Otomobil","Skoda","SuperB","2.5 TDI","ELEGANCE"
"Otomobil","Smart","ForFour","0.9 Turbo Passion","0.9 TURBO PASSION"
"Otomobil","Smart","ForFour","1.0","PASSION"
"Otomobil","Smart","ForFour","1.0","PROXY"
"Otomobil","Smart","ForFour","1.1","PASSION"
"Otomobil","Smart","ForFour","1.1","PULSE"
"Otomobil","Smart","ForFour","1.5 CDI","PASSION"
"Otomobil","Smart","ForTwo","0.7","PASSION"
"Otomobil","Smart","ForTwo","1.0","PASSION"
"Otomobil","Smart","ForTwo","EQ","PASSION"
"Otomobil","Subaru","BRZ","2.0R Premium","2.0R PREMIUM"
"Otomobil","Subaru","Impreza","1.5","ACTIVE"
"Otomobil","Subaru","Impreza","1.5","AWD"
"Otomobil","Subaru","Impreza","1.5","COMFORT"
"Otomobil","Subaru","Impreza","1.5","ELEGANCE"
"Otomobil","Subaru","Impreza","1.5","FWD"
"Otomobil","Subaru","Impreza","1.6","GL"
"Otomobil","Subaru","Impreza","1.6","TS"
"Otomobil","Subaru","Impreza","2.0","2.0"
"Otomobil","Subaru","Impreza","2.0","ACTIVE"
"Otomobil","Subaru","Impreza","2.0","COMFORT"
"Otomobil","Subaru","Impreza","2.0","ELEGANCE"
"Otomobil","Subaru","Impreza","2.0","GT"
"Otomobil","Subaru","Impreza","2.0","WRX"
"Otomobil","Subaru","Impreza","2.0","WRX STI"
"Otomobil","Subaru","Impreza","2.5","WRX"
"Otomobil","Subaru","Justy","1.0","1.0"
"Otomobil","Subaru","Justy","1.2 GLi","1.2 GLI"
"Otomobil","Subaru","Legacy","2.0","2.0"
"Otomobil","Subaru","Legacy","2.0","ELEGANCE"
"Otomobil","Subaru","Legacy","2.0","GL"
"Otomobil","Subaru","Legacy","2.0","LIMITED"
"Otomobil","Subaru","Legacy","2.0","SPORTWAGON"
"Otomobil","Subaru","Legacy","2.5","GX"
"Otomobil","Subaru","Legacy","2.5","STANDARD"
"Otomobil","Subaru","Levorg","1.6 GT-S CVT","1.6 GT-S CVT"
"Otomobil","Subaru","Vivio","GL","GL"
"Otomobil","Suzuki","Alto","0.8 GL","0.8 GL"
"Otomobil","Suzuki","Alto","1.0","GL"
"Otomobil","Suzuki","Alto","1.1","GL"
"Otomobil","Suzuki","Alto","1.1","GLX"
"Otomobil","Suzuki","Baleno","1.2","1.2"
"Otomobil","Suzuki","Baleno","1.6","1.6"
"Otomobil","Suzuki","Baleno","1.6","GLX"
"Otomobil","Suzuki","Baleno","1.8 GTX","1.8 GTX"
"Otomobil","Suzuki","Ignis","1.3","1.3"
"Otomobil","Suzuki","Liana","1.6 GLX","1.6 GLX"
"Otomobil","Suzuki","Maruti","800","800"
"Otomobil","Suzuki","Splash","1.2 GA","1.2 GA"
"Otomobil","Suzuki","Splash","1.2 GLS","1.2 GLS"
"Otomobil","Suzuki","Splash","1.3 DDiS","1.3 DDIS"
"Otomobil","Suzuki","Swift","1.0","GA"
"Otomobil","Suzuki","Swift","1.0","GL"
"Otomobil","Suzuki","Swift","1.2","1.2 HYBRID"
"Otomobil","Suzuki","Swift","1.2","GL"
"Otomobil","Suzuki","Swift","1.2","GLX"
"Otomobil","Suzuki","Swift","1.2 Hybrid","PULSE"
"Otomobil","Suzuki","Swift","1.3","DDIS GL"
"Otomobil","Suzuki","Swift","1.3","GL"
"Otomobil","Suzuki","Swift","1.3","GLS"
"Otomobil","Suzuki","Swift","1.3","GLX"
"Otomobil","Suzuki","Swift","1.3","GS"
"Otomobil","Suzuki","Swift","1.3","GTI"
"Otomobil","Suzuki","Swift","1.3","MT"
"Otomobil","Suzuki","Swift","1.3","MT 4X4"
"Otomobil","Suzuki","Swift","1.5 AT","1.5 AT"
"Otomobil","Suzuki","Swift","1.6","1.6 SPORT"
"Otomobil","Suzuki","Swift","1.6 Sport","1.6 SPORT"
"Otomobil","Suzuki","SX4","GL","GLX"
"Otomobil","Suzuki","SX4","GL","GL"
"Otomobil","Suzuki","SX4","GLX","GLX"
"Otomobil","Suzuki","Wagon R","1.0","1.0"
"Otomobil","Tata","Indica","1.4 Basic","1.4 BASIC"
"Otomobil","Tata","Indica","1.4 Comfort","1.4 COMFORT"
"Otomobil","Tata","Indica","1.4 DLX","1.4 DLX"
"Otomobil","Tata","Indica","1.4 TDI","1.4 TDI COMFORT"
"Otomobil","Tata","Indica","1.4 TDI","1.4 TDI LIMITED"
"Otomobil","Tata","Indica","1.4 TDI","1.4 TDI TREND"
"Otomobil","Tata","Indica","1.4 TDI Comfort","1.4 TDI COMFORT"
"Otomobil","Tata","Indica","1.4 TDI Limited","1.4 TDI LIMITED"
"Otomobil","Tata","Indica","1.4 TDI Trend","1.4 TDI TREND"
"Otomobil","Tata","Indigo","1.4 MPFI Comfort","1.4 MPFI COMFORT"
"Otomobil","Tata","Indigo","1.4 MPFI Trend","1.4 MPFI TREND"
"Otomobil","Tata","Indigo","1.4 TDI Comfort","1.4 TDI COMFORT"
"Otomobil","Tata","Indigo","1.4 TDI Trend","1.4 TDI TREND"
"Otomobil","Tata","Manza","Ignis 1.4 Safire","IGNIS 1.4 SAFIRE"
"Otomobil","Tata","Marina","1.4 TDI Comfort","1.4 TDI COMFORT"
"Otomobil","Tata","Marina","1.4 TDI Trend","1.4 TDI TREND"
"Otomobil","Tata","Vista","1.3 TDI Quadrojet","1.3 TDI QUADROJET"
"Otomobil","Tata","Vista","1.3 TDI Quadrojet Aura","1.3 TDI QUADROJET AURA"
"Otomobil","Tata","Vista","1.4 Safire Aura","1.4 SAFIRE AURA"
"Otomobil","Tesla","Model 3","Long Range","LONG RANGE"
"Otomobil","Tesla","Model 3","Standart","STANDART"
"Otomobil","Tesla","Model S","100D","100D"
"Otomobil","Tesla","Model S","75D","75D"
"Otomobil","Tesla","Model S","P100D","P100D"
"Otomobil","Tesla","Model X","Model X","MODEL X"
"Otomobil","Tesla","Model Y","Long Range AWD","LONG RANGE AWD"
"Otomobil","Tesla","Model Y","Performance","PERFORMANCE"
"Otomobil","The London Taxi","TX4","TX4","TX4"
"Otomobil","Tofaş","Doğan","1.6 ie","1.6 IE"
"Otomobil","Tofaş","Doğan","SL","SLX"
"Otomobil","Tofaş","Doğan","SL","SLX IE"
"Otomobil","Tofaş","Doğan","SL","SL"
"Otomobil","Tofaş","Doğan","SLX","SLX IE"
"Otomobil","Tofaş","Doğan","SLX ie","SLX IE"
"Otomobil","Tofaş","Kartal","1.6","1.6 IE"
"Otomobil","Tofaş","Kartal","1.6 ie","1.6 IE"
"Otomobil","Tofaş","Kartal","Kartal 5 Vites","KARTAL 5 VITES"
"Otomobil","Tofaş","Kartal","Kartal 5 Vites","10"
"Otomobil","Tofaş","Kartal","SL","SLX"
"Otomobil","Tofaş","Kartal","SL","SLX IE"
"Otomobil","Tofaş","Kartal","SL","SL"
"Otomobil","Tofaş","Kartal","SLX","SLX IE"
"Otomobil","Tofaş","Kartal","SLX ie","SLX IE"
"Otomobil","Tofaş","Murat","124","124"
"Otomobil","Tofaş","Murat","131","131"
"Otomobil","Tofaş","Şahin","1.4","1.4 IE"
"Otomobil","Tofaş","Şahin","1.4 ie","1.4 IE"
"Otomobil","Tofaş","Şahin","1.6","1.6 IE"
"Otomobil","Tofaş","Şahin","1.6 ie","1.6 IE"
"Otomobil","Tofaş","Şahin","1.6 ie","11"
"Otomobil","Tofaş","Serçe","Serçe","SERÇE"
"Otomobil","Toyota","Auris","1.33","COMFORT"
"Otomobil","Toyota","Auris","1.33","LIFE"
"Otomobil","Toyota","Auris","1.4 D-4D","ACTIVE"
"Otomobil","Toyota","Auris","1.4 D-4D","ACTIVE SKYPACK"
"Otomobil","Toyota","Auris","1.4 D-4D","ADVANCE"
"Otomobil","Toyota","Auris","1.4 D-4D","ADVANCE SKYPACK"
"Otomobil","Toyota","Auris","1.4 D-4D","BLUE"
"Otomobil","Toyota","Auris","1.4 D-4D","CLASS"
"Otomobil","Toyota","Auris","1.4 D-4D","COMFORT"
"Otomobil","Toyota","Auris","1.4 D-4D","COMFORT EXTRA"
"Otomobil","Toyota","Auris","1.4 D-4D","COMFORT PLUS"
"Otomobil","Toyota","Auris","1.4 D-4D","ELEGANT"
"Otomobil","Toyota","Auris","1.4 D-4D","LIFE"
"Otomobil","Toyota","Auris","1.4 D-4D","PREMIUM"
"Otomobil","Toyota","Auris","1.4 D-4D","TOUCH"
"Otomobil","Toyota","Auris","1.6","1.6 TOURING SPORTS"
"Otomobil","Toyota","Auris","1.6","ACTIVE"
"Otomobil","Toyota","Auris","1.6","ACTIVE SKYPACK"
"Otomobil","Toyota","Auris","1.6","ADVANCE"
"Otomobil","Toyota","Auris","1.6","ADVANCE SKYPACK"
"Otomobil","Toyota","Auris","1.6","BLUE"
"Otomobil","Toyota","Auris","1.6","CLASS"
"Otomobil","Toyota","Auris","1.6","COMFORT"
"Otomobil","Toyota","Auris","1.6","COMFORT EXTRA"
"Otomobil","Toyota","Auris","1.6","ELEGANT"
"Otomobil","Toyota","Auris","1.6","PREMIUM"
"Otomobil","Toyota","Auris","1.6","SPORT"
"Otomobil","Toyota","Auris","1.6","TOUCH"
"Otomobil","Toyota","Auris","1.6 Touring Sports","ADVANCE SKYPACK"
"Otomobil","Toyota","Auris","1.8 Hybrid","ADVANCE SKYPACK"
"Otomobil","Toyota","Auris","1.8 Hybrid","PREMIUM"
"Otomobil","Toyota","Auris","2.0 D-4D","PREMIUM"
"Otomobil","Toyota","Avensis","1.6","1.6 D-4D"
"Otomobil","Toyota","Avensis","1.6","1.6"
"Otomobil","Toyota","Avensis","1.6","ADVANCE"
"Otomobil","Toyota","Avensis","1.6","COMFORT"
"Otomobil","Toyota","Avensis","1.6","ELEGANT"
"Otomobil","Toyota","Avensis","1.6","ELEGANT EXTRA"
"Otomobil","Toyota","Avensis","1.6","LINEA"
"Otomobil","Toyota","Avensis","1.6 D-4D","ADVANCE"
"Otomobil","Toyota","Avensis","1.6 D-4D","PREMIUM"
"Otomobil","Toyota","Avensis","1.6 D-4D","PREMIUM PLUS"
"Otomobil","Toyota","Avensis","1.8","1.8"
"Otomobil","Toyota","Avensis","1.8","ELEGANT"
"Otomobil","Toyota","Avensis","1.8","ELEGANT EXTRA"
"Otomobil","Toyota","Avensis","2.0","2.0 D-4D"
"Otomobil","Toyota","Avensis","2.0","BASE"
"Otomobil","Toyota","Avensis","2.0","COMFORT"
"Otomobil","Toyota","Avensis","2.0","ELEGANT"
"Otomobil","Toyota","Avensis","2.0","EXECUTIVE COMFORT"
"Otomobil","Toyota","Avensis","2.0","EXECUTIVE ELEGANT"
"Otomobil","Toyota","Avensis","2.0","LIFTBACK"
"Otomobil","Toyota","Avensis","2.0","LINEA"
"Otomobil","Toyota","Avensis","2.0","PREMIUM"
"Otomobil","Toyota","Avensis","2.0","SOL"
"Otomobil","Toyota","Avensis","2.0","SOL EXTRA"
"Otomobil","Toyota","Avensis","2.0 D-4D","2.0 D-4D"
"Otomobil","Toyota","Avensis","2.0 D-4D","ELEGANT"
"Otomobil","Toyota","Avensis","2.0 D-4D","PREMIUM"
"Otomobil","Toyota","Camry","2.4","2.4"
"Otomobil","Toyota","Camry","3.0","3.0 GX"
"Otomobil","Toyota","Camry","3.0 GX","3.0 GX"
"Otomobil","Toyota","Camry","3.5","3.5"
"Otomobil","Toyota","Carina","1.6","1.6"
"Otomobil","Toyota","Carina","2.0","2.0"
"Otomobil","Toyota","Carina","2.0","GLI"
"Otomobil","Toyota","Celica","1.6","STI"
"Otomobil","Toyota","Corolla","1.2 Turbo","DREAM"
"Otomobil","Toyota","Corolla","1.2 Turbo","DREAM X-PACK"
"Otomobil","Toyota","Corolla","1.2 Turbo","FLAME X-PACK"
"Otomobil","Toyota","Corolla","1.3","BASE"
"Otomobil","Toyota","Corolla","1.3","ECO"
"Otomobil","Toyota","Corolla","1.3","LE"
"Otomobil","Toyota","Corolla","1.3","TERRA"
"Otomobil","Toyota","Corolla","1.3","XE"
"Otomobil","Toyota","Corolla","1.3","XL"
"Otomobil","Toyota","Corolla","1.3","XLI"
"Otomobil","Toyota","Corolla","1.33","COMFORT"
"Otomobil","Toyota","Corolla","1.33","LIFE"
"Otomobil","Toyota","Corolla","1.4","1.4 D-4D"
"Otomobil","Toyota","Corolla","1.4","1.4"
"Otomobil","Toyota","Corolla","1.4","LINEA TERRA"
"Otomobil","Toyota","Corolla","1.4","SOL"
"Otomobil","Toyota","Corolla","1.4","TERRA"
"Otomobil","Toyota","Corolla","1.4","TERRA VVT-I"
"Otomobil","Toyota","Corolla","1.4 D-4D","ACTIVE"
"Otomobil","Toyota","Corolla","1.4 D-4D","ADVANCE"
"Otomobil","Toyota","Corolla","1.4 D-4D","CLASS"
"Otomobil","Toyota","Corolla","1.4 D-4D","COMFORT"
"Otomobil","Toyota","Corolla","1.4 D-4D","COMFORT EXTRA"
"Otomobil","Toyota","Corolla","1.4 D-4D","ELEGANT"
"Otomobil","Toyota","Corolla","1.4 D-4D","LIFE"
